Step,TrainLoss,TrainFilteredLoss,ValLoss,ValFilteredLoss,ElapsedTime
0,5.998618125915527,6.002676963806152,5.996345043182373,6.003655433654785,0:00:15
500,0.46481436491012573,2.304821729660034,0.45496636629104614,2.3060078620910645,0:04:07
1000,0.4235338568687439,2.170149087905884,0.42574042081832886,2.1622626781463623,0:07:59
1500,0.4051823318004608,2.0498976707458496,0.4182794988155365,2.059904098510742,0:11:53
2000,0.4253317713737488,2.020916700363159,0.4074014723300934,2.0183401107788086,0:15:49
2500,0.3934265971183777,1.9686787128448486,0.3994622826576233,1.9630112648010254,0:19:45
3000,0.38225769996643066,1.9343844652175903,0.3746851682662964,1.9358123540878296,0:23:39
3500,0.3724747896194458,1.9138027429580688,0.38583242893218994,1.9018956422805786,0:27:34
4000,0.36077937483787537,1.872412919998169,0.36610373854637146,1.8794211149215698,0:31:27
4500,0.3755680024623871,1.8427784442901611,0.3649662137031555,1.865392804145813,0:35:22
5000,0.3568980395793915,1.8161355257034302,0.37395069003105164,1.8174673318862915,0:39:16
5500,0.36526042222976685,1.7729967832565308,0.33560508489608765,1.767673373222351,0:43:10
6000,0.34732094407081604,1.7505618333816528,0.35660019516944885,1.747668743133545,0:47:04
6500,0.34701934456825256,1.714487910270691,0.32984888553619385,1.7114921808242798,0:50:59
7000,0.3355283737182617,1.692197322845459,0.3195107579231262,1.6847386360168457,0:54:53
7500,0.3352723717689514,1.665794014930725,0.32575225830078125,1.6870431900024414,0:58:47
8000,0.34949052333831787,1.6503204107284546,0.3481239378452301,1.684092402458191,1:02:41
8500,0.3291226923465729,1.6527581214904785,0.32965826988220215,1.6564337015151978,1:10:22
9000,0.3236585259437561,1.6192377805709839,0.3097497522830963,1.632016897201538,1:14:17
9500,0.31305041909217834,1.5992885828018188,0.3064993619918823,1.6118943691253662,1:18:16
10000,0.3183661103248596,1.581426978111267,0.32484200596809387,1.597395658493042,1:22:10
10500,0.3234313130378723,1.6011765003204346,0.30593356490135193,1.5887411832809448,1:26:04
11000,0.3136496841907501,1.567337155342102,0.3147532343864441,1.591584324836731,1:29:57
11500,0.3162723481655121,1.586509346961975,0.31713855266571045,1.5734463930130005,1:33:51
12000,0.30213356018066406,1.564356803894043,0.3113009035587311,1.574944257736206,1:37:44
12500,0.3097372055053711,1.559836745262146,0.29381614923477173,1.57124924659729,1:41:38
13000,0.30274489521980286,1.5427340269088745,0.29972848296165466,1.522518277168274,1:45:32
13500,0.29840579628944397,1.5240299701690674,0.3118510842323303,1.5349056720733643,1:49:26
14000,0.3206845819950104,1.5310084819793701,0.284013569355011,1.5289987325668335,1:53:19
14500,0.28874051570892334,1.525636911392212,0.2943730354309082,1.5121896266937256,1:57:13
15000,0.30321019887924194,1.5019803047180176,0.31171682476997375,1.4980692863464355,2:01:06
15500,0.298335462808609,1.4919357299804688,0.30394408106803894,1.5274865627288818,2:05:00
16000,0.2942235469818115,1.4896889925003052,0.2937897741794586,1.494937777519226,2:08:54
16500,0.29483678936958313,1.4893003702163696,0.2973480522632599,1.4918261766433716,2:12:48
17000,0.2860904932022095,1.4702725410461426,0.2998266816139221,1.481117606163025,2:16:41
17500,0.2969074249267578,1.4740217924118042,0.2866562008857727,1.474861741065979,2:20:36
18000,0.290679395198822,1.446779489517212,0.2879784107208252,1.4470254182815552,2:24:30
18500,0.2910459041595459,1.4455146789550781,0.2820693850517273,1.4579908847808838,2:28:23
19000,0.297481507062912,1.4476662874221802,0.2842635214328766,1.4413620233535767,2:32:17
19500,0.2772247791290283,1.4348679780960083,0.27609848976135254,1.4389232397079468,2:36:11
20000,0.27483832836151123,1.4286065101623535,0.2659052908420563,1.4215847253799438,2:40:05
20500,0.2853166460990906,1.4191498756408691,0.2761496603488922,1.413008451461792,2:43:59
21000,0.27837198972702026,1.4228973388671875,0.2784745395183563,1.4183151721954346,2:47:53
21500,0.2851712107658386,1.4039626121520996,0.2766338586807251,1.38944673538208,2:51:47
22000,0.28924235701560974,1.4067355394363403,0.28224706649780273,1.394263505935669,2:55:41
22500,0.2941308915615082,1.4007266759872437,0.28088444471359253,1.4055503606796265,2:59:34
23000,0.25927191972732544,1.3788260221481323,0.2798357307910919,1.3959693908691406,3:03:28
23500,0.26755836606025696,1.3806614875793457,0.27217668294906616,1.383854627609253,3:07:22
24000,0.2851477861404419,1.3800039291381836,0.27811163663864136,1.375779628753662,3:11:16
24500,0.2807588577270508,1.372287392616272,0.2750011384487152,1.37577223777771,3:15:10
25000,0.2717420756816864,1.3605576753616333,0.26650965213775635,1.3545050621032715,3:19:04
25500,0.26829954981803894,1.3516595363616943,0.2636147439479828,1.370941162109375,3:22:58
26000,0.2580183148384094,1.3417593240737915,0.258747935295105,1.3644708395004272,3:26:52
26500,0.2698417901992798,1.3328680992126465,0.2687389850616455,1.3515808582305908,3:30:46
27000,0.26590847969055176,1.3352779150009155,0.2559625804424286,1.3383896350860596,3:34:40
27500,0.27271533012390137,1.3440639972686768,0.254217267036438,1.3480032682418823,3:38:34
28000,0.2721687853336334,1.3496580123901367,0.2639153003692627,1.3382340669631958,3:42:27
28500,0.2652318775653839,1.349961519241333,0.2702993154525757,1.3448890447616577,3:46:21
29000,0.2645873725414276,1.3179175853729248,0.2788953483104706,1.3436850309371948,3:50:15
29500,0.26059678196907043,1.327285647392273,0.2573826313018799,1.3472602367401123,3:54:08
